PL15_5_IND.xml		Commentarius In Cantica Canticorum	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL15_6_IND.xml		Commentarius In Cantica Canticorum	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL16_0_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_1_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_2_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_3_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_4_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_5_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_6_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_7_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_8_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_9_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_10_SA.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_11_SA.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_12_SA.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_13_FR.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_14_OR.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_15_OR.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_16_OR.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_17_ED.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_18_EP.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_19_SA.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_20_SE.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_21_SA.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_22_SA.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_23_SA.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_24_SA.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_25_EL.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_26_IN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_27_IN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_28_IN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL17_0_ELE.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_1_AD .xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_2_COM.xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
PL17_3_IN .xml		De XLII Mansionibus Filiorum Israel Tractatus	None	Jacques Paul Migne	Garnier	1879	No citable units founds
