Filename	URN	Title	Author	Editor	Publisher	Publication Year
PL16_14_OR.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_3_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_18_EP.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_16_OR.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_23_SA.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_5_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_10_SA.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_19_SA.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_0_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_9_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_17_ED.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_28_IN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_6_SAN.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL16_12_SA.xml		De Officiis Ministrorum Libri Tres	None	Jacques Paul Migne	Garnier	1880	No citable units founds
PL3_25_UNK.xml		Bollandistarum Animadversiones	None	None	Migne	1865	[['div']]
PL3_7_UNKN.xml		Tempore Cornelii Papae / S. CYPRIANI EPIST. SYNOD. DE LAPSIS	None	None	Migne	1865	[['div'], [('div', 'p')]]
PL3_36_ANO.xml		None	None	None	None	None	[['p']]
PL3_23_ANN.xml		Quod de Baptismo Secundum Est	None	None	None	1865	[['div']]
PL3_21_CAR.xml		De Basilide et Martialle Hispaniae Episcopis Libellaticis	None	None	None	1865	[['div'], [('div', 'p')]]
PL3_11_UNK.xml		Epistola Ad Lucium Papam Reversum	None	None	None	1865	[['div']]
PL3_4_NOTI.xml		Notitia	None	None	Jacques Paul Migne	1865	[['div'], [('div', 'p')]]
PL3_34_ANO.xml		Liber de rebaptismate	None	None	None	1865	[['div']]
PL3_3_ANNO.xml		None	None	None	None	None	[['div']]
PL3_10_UNK.xml		Epistola Ad Cyprianam Papam	None	None	None	1865	[['div']]
PL3_33_CON.xml		Concilium Iconiense contra Cataphrygas	None	None	None	1865	[['div'], [('div', 'div')], [('div', 'div', 'p')]]
PL3_0_PASS.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL3_24_ANN.xml		Quod de Baptismo Tertium Est	None	None	None	1865	[['div']]
PL3_2_CHRO.xml		None	None	None	None	None	[['div'], [('div', 'div')]]
PL3_6_UNKN.xml		AD S. CORNELIUM APPENDICES	None	None	Jacques Paul Migne	1865	[['div'], [('div', 'div')], [('div', 'div', 'p')]]
PL3_19_UNK.xml		Concilium Romanum Sub SS Stephano I Celebratum	None	None	Migne	1865	[['div']]
PL3_16_EPI.xml		Epistolae Quae ad SS Stephanum I Papam Attinent	None	None	None	1865	[['div']]
PL3_26_VII.xml		None	None	None	None	None	[['div']]
PL3_5_UNKN.xml		Epistolae	None	None	Jacques Paul Migne	1865	[['div'], [('div', 'p')]]
PL3_17_UNK.xml		Epistolae Decretales SS Stephano Adscriptae	None	None	None	1865	[['div'], [('div', 'div')], [('div', 'div', 'p')]]
PL3_32_EPI.xml		Epistola S. Cypriani ad Magnum	None	None	None	1865	[['div']]
PL3_12_APP.xml		Epistola Ad Galliae Atque Hispaniae Episcopos	None	None	None	1865	[['div'], [('div', 'p')]]
PL3_14_ANN.xml		Notitia ex Libro Pontificali Damasi Papae	None	None	None	1865	[['div']]
PL3_18_ACT.xml		Decretoriae Sententiae	None	None	None	1865	[['div']]
PL3_22_ANN.xml		De Baptismo Primum	None	None	None	1865	[['div'], [('div', 'p')]]
PL3_39_APP.xml		None	None	None	None	None	No citable units founds
PL3_37_UNK.xml		Vita et passio S. Caecilii Cypriani	None	None	None	1865	[['div']]
PL3_9_NOVA.xml		Epistola De Cibis Judaicis	None	None	None	1865	[['div']]
PL3_20_UNK.xml		De Infantibus Baptizandis	None	None	None	1865	[['div']]
PL3_30_ANN.xml		Epistola ad Jovianum	None	None	None	1865	[['div']]
PL3_1_UNKN.xml		None	None	None	None	None	[['p']]
PL3_38_ACT.xml		Acta proconsularia Sancti Cypriani	None	None	None	1865	[['div'], [('div', 'p')]]
PL3_13_DEC.xml		Decreta Ex Gratiano Desumpta	None	None	None	1865	[['div']]
PL3_31_UNK.xml		Epistola S. Cypriani ad Pompeium contra epistolam Stephani	None	None	None	1865	[['div']]
PL3_27_UNK.xml		None	None	None	None	None	No citable units founds
PL3_35_UNK.xml		None	None	None	None	None	No citable units founds
PL3_15_NOT.xml		Notitia epistolarum non exstantium quae ad Stephanum attinent	None	None	None	1865	[['div'], [('div', 'div')], [('div', 'div', 'p')]]
PL3_28_UNK.xml		Epistola Dionysii Alexandrini episcopi ad Stephanum papam fragmentum	None	None	Migne	1865	[['div']]
PL3_29_UNK.xml		Epistola S. Cypriani ad Quintum	None	None	None	1865	[['div']]
PL3_8_NOVA.xml		De Trinitate	None	None	None	1865	[['div']]
PL72_40_EO.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_12_PR.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_51_TH.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_28_BE.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_55_V..xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_57_VI.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_54_TH.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_39_.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_14_.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_42_JO.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_30_LI.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_47_SÆ.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_44_BE.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_31_LI.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_41_EO.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_17_AP.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_49_II.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_9_B.1.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_36_ST.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_23_VE.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_32_AN.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_15_DE.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_7_OPU.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_10_SA.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_25_SA.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_5_OPU.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_8_OPU.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_6_OPU.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_46_FL.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_56_VI.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_48_JU.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_2_ANN.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_0_EPI.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_3_OPU.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_50_TH.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_19_AN.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_53_SY.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_18_SA.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_13_SA.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	[['div']]
PL72_34_CO.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_4_OPU.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_29_AN.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_22_CA.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_58_VI.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_9_B.2.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_59_IX.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_37_SA.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_16_44.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_21_AN.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_35_SA.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_24_AN.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_26_DE.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_52_TH.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_33_AN.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_43_SA.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_38_SA.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_11_SA.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_20_OR.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_1_EPI.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_45_SA.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL72_27_AN.xml		Epistola Ad Episcopos Germaniae Et Galliae	None	Jacques Paul Migne	Garnier	1849	No citable units founds
PL28 incomplete - resend whole_4_IN.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL28 incomplete - resend whole_10_I.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL28 incomplete - resend whole_26_I.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_31_U.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_6_S..xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL28 incomplete - re.xml		None	None	None	None	None	[['div']]
PL28 incomplete.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_15_I.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_22_I.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend .xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_27_U.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_0_OR.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL28 incomplete - resend whole_17_P.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_5_IH.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_2_IN.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL28 incomplete - resend whole_9_UN.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL28 incomplete - resend whole_20_I.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_8_IN.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL28 incomplete - resend whole_25_U.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_13_P.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_30_I.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_24_I.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole.xml		None	None	None	None	None	[['div']]
PL28 incomplete - resend whole_28_U.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_21_U.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_29_P.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_16_I.xml		None	None	None	None	None	No citable units founds
PL28 incom.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL28 incomplete - resend whole_33_P.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_1_UN.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL28 incomplete - resend whole_11_I.xml		None	None	None	None	None	[['div']]
PL28 incomplete - resend whole_14_I.xml		None	None	None	None	None	[['div']]
PL28 incomplete - resend whole_32_I.xml		None	None	None	None	None	No citable units founds
PL28 incomplete - resend whole_19_U.xml		None	None	None	None	None	[['div']]
PL28 incomplete - resend whole_3_IN.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL31_2_APP.xml		None	None	None	None	None	[['div']]
PL31_3_APO.xml		None	None	None	None	None	[['div'], [('div', 'div')]]
PL31_5_LEP.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL31_1_UNK.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL31_6_UNK.xml		None	None	None	None	None	No citable units founds
PL31_4_ORO.xml		None	None	None	None	None	[['p']]
PL31_0_CHR.xml		None	None	None	None	None	[['div']]
PL48_22_I..xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL48_13_CO.xml		None	None	None	None	None	No citable units founds
PL48_15_NE.xml		None	None	None	None	None	[['p']]
PL48_5_III.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL48_0_MAR.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL48_11_CO.xml		None	None	None	None	None	[['p']]
PL48_17_SA.xml		None	None	None	None	None	No citable units founds
PL48_4_II..xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL48_8_LIB.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL48_9_EXC.xml		None	None	None	None	None	[['div']]
PL48_18_SA.xml		None	None	None	None	None	No citable units founds
PL48_10_SY.xml		None	None	None	None	None	[['div']]
PL48_14_LI.xml		None	None	None	None	None	[['div']]
PL48_1_UNK.xml		None	None	None	None	None	[['div'], [('div', 'p'), ('div', 'div')], [('div', 'div', 'p')]]
PL48_3_I.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL48_2_MAR.xml		None	None	None	None	None	[['div']]
PL48_7_FID.xml		None	None	None	None	None	[['p']]
PL48_21_LI.xml		None	None	None	None	None	[['div']]
PL48_20_SA.xml		None	None	None	None	None	[['div']]
PL48_12_CO.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL48_6_APP.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL48_24_II.xml		None	None	None	None	None	[['div']]
PL48_26_II.xml		None	None	None	None	None	[['div']]
PL48_19_AD.xml		None	None	None	None	None	No citable units founds
PL48_25_EX.xml		None	None	None	None	None	[['div']]
PL48_23_TH.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL48_16_AD.xml		None	None	None	None	None	No citable units founds
PL63_4_ANN.xml		De Arithmetica Libri Duo	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL63_3_TRI.xml		De Arithmetica Libri Duo	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL63_8_UNK.xml		De Arithmetica Libri Duo	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL63_6_AN..xml		De Arithmetica Libri Duo	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL63_7_EPI.xml		De Arithmetica Libri Duo	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL63_2_E.xml		De Arithmetica Libri Duo	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL63_0_HOR.xml		De Arithmetica Libri Duo	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL63_5_UNK.xml		De Arithmetica Libri Duo	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL63_1_APP.xml		De Arithmetica Libri Duo	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL10_2_457.xml		None	None	None	None	None	[['p']]
PL10_0_SAN.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL10_20_NI.xml		None	None	None	None	None	[['p']]
PL10_3_521.xml		None	None	None	None	None	[['p']]
PL10_11_AD.xml		None	None	None	None	None	[['p']]
PL10_4_ADM.xml		None	None	None	None	None	No citable units founds
PL10_16_SA.xml		None	None	None	None	None	[['p']]
PL10_15_AP.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL10_8_.xml		None	None	None	None	None	[['div'], [('div', 'p'), ('div', 'div')], [('div', 'div', 'p')]]
PL10_6_529.xml		None	None	None	None	None	No citable units founds
PL10_14_71.xml		None	None	None	None	None	[['p']]
PL10_5_UNK.xml		None	None	None	None	None	[['p']]
PL10_13_UN.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL10_9_PRA.xml		None	None	None	None	None	[['p']]
PL10_18_LI.xml		None	None	None	None	None	No citable units founds
PL10_7_UNK.xml		None	None	None	None	None	No citable units founds
PL10_17_SE.xml		None	None	None	None	None	No citable units founds
PL10_19_DE.xml		None	None	None	None	None	No citable units founds
PL10_12_59.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL10_10_56.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL10_1_445.xml		None	None	None	None	None	[['p']]
PL42_3_, .xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_24_DE.xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_13_S..xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_0_ADM.xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_14_S..xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_20_CO.xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_2_S. .xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_23_DE.xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_22_DE.xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_4_IN .xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_6_IN .xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_18_DE.xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_10_Se.xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_12_S..xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_19_CO.xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_11_S..xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_7_CON.xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_5_S. .xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_15_UN.xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_17_CO.xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_1_S. .xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_25_DE.xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_21_QU.xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_26_DE.xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_16_AD.xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_9_AUG.xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL42_8_S. .xml		De Haeresibus	None	Jacques Paul Migne	Garnier	1841	No citable units founds
PL64_2_AN..xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_21_OP.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_20_IN.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_7_AN..xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_31_AP.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_14_Ar.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_24_AN.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_27_GI.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_5_PRI.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_11_AN.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_17_AN.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_26_QU.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_3_AN..xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_0_AN..xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_22_QU.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_15_AN.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_13_EL.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_16_DE.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_10_AN.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_9_AN..xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_23_GI.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_18_AN.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_6_POS.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_4_AN .xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_28_m..xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_12_TO.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_29_UN.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_8_AN..xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_1_UNK.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_19_AD.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_30_GI.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL64_25_GI.xml		In Prophyrium Dialogi A Victorino Translati	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL5_1_EPIS.xml		Epistolae Quae ad Sixtum II Attinent	None	Jacques Paul Migne	Garnier	1844	[['div'], [('div', 'div')]]
PL5_14_ANT.xml		Epistolae Dubiae	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL5_7_DE D.xml		De decretis Eutychiano adscriptis	None	Jacques Paul Migne	Garnier	1844	[['div']]
PL5_13_COM.xml		Epistolae Dubiae	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL5_6_S. F.xml		Epistolae [Dubiae]	None	Jacques Paul Migne	Garnier	1844	[['div']]
PL5_5_FRAG.xml		Fragmentun	None	Jacques Paul Migne	Garnier	1844	[['div']]
PL5_2_EPIS.xml		Epistola I 'Adversus Sabellianos' [Fragmentum]	None	Jacques Paul Migne	Garnier	1844	[['div']]
