Filename	URN	Title	Author	Editor	Publisher	Publication Year
PL18_6_UNK.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL18_4_ANN.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL18_11_UN.xml		None	None	None	None	None	No citable units founds
PL18_1_SAN.xml		None	None	None	None	None	No citable units founds
PL18_2_UNK.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL18_18_UN.xml		None	None	None	None	None	[['div']]
PL18_8_MON.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL18_12_Q..xml		None	None	None	None	None	[['div'], [('div', 'div')]]
PL18_14_AN.xml		None	None	None	None	None	[['div']]
PL77_7_UNK.xml		Regulae Pastoralis Liber	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL77_10_AP.xml		Regulae Pastoralis Liber	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL77_6_VAR.xml		Regulae Pastoralis Liber	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL77_1_ARG.xml		Regulae Pastoralis Liber	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL77_5_SAN.xml		Regulae Pastoralis Liber	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL77_8_PRÆ.xml		Regulae Pastoralis Liber	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL77_0_SAN.xml		Regulae Pastoralis Liber	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL77_4_PRÆ.xml		Regulae Pastoralis Liber	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL77_3_PRÆ.xml		Regulae Pastoralis Liber	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL77_11_IN.xml		Regulae Pastoralis Liber	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL77_2_VIN.xml		Regulae Pastoralis Liber	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL77_9_.xml		Regulae Pastoralis Liber	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL46_1_SAN.xml		None	None	None	None	None	[['div']]
PL46_0_UNK.xml		None	None	None	None	None	[['div'], [('div', 'div')], [('div', 'div', 'p')]]
PL68_5_ARA.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_13_S..xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_3_ANN.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_0_S. .xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_6_ARA.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_17_VI.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_19_BR.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_18_AN.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_9_SAN.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_10_S..xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_2_ANN.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_4_ARA.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_11_AN.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_15_AN.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_14_EX.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_12_SA.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_1_JUN.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_7_AMM.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_16_PR.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_8_EX .xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL68_20_AD.xml		Epistola Ad Chidebertum Francorum Regem	None	Jacques Paul Migne	Garnier	1847	No citable units founds
PL67_36_OP.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_12_CO.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_39_S..xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_17_DI.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_26_FA.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_7_CON.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_10_CO.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_30_EP.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_35_AN.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_29_AN.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_24_SY.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_3_CON.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_34_AN.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_40_S..xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_43_TE.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_16_D..xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_8_CON.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_20_IN.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_45_AP.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_13_AP.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_18_PR.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_33_AN.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_48_HO.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_15_SA.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_50_OP.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_32_AN.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_49_AN.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_42_.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_19_DI.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_25_FA.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_4_CON.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_28_FU.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_23_FA.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_27_FU.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_2_COD.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_47_IT.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_5_CON.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_1_DIO.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_22_.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_21_PR.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_6_CON.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_46_AD.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_14_DI.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_37_OP.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_41_SE.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_44_CO.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_31_S..xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_38_OP.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_11_CO.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_9_CON.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL67_0_ANN.xml		Epistola Synodica Sancti Cyrilli Contra Nestorium A Dionysio Exiguo         Translata	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL7_1_VENA.xml		Fragmenta	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL7_2_CŒLI.xml		Fragmenta	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL7_7_APPE.xml		Fragmenta	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL7_5_APPE.xml		Fragmenta	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL7_4_EPIS.xml		Fragmenta	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL7_3_APPE.xml		Fragmenta	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL7_6_APPE.xml		Fragmenta	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL7_0_LACT.xml		Fragmenta	None	Jacques Paul Migne	Garnier	1844	No citable units founds
PL41_2_EPI.xml		None	None	None	None	None	No citable units founds
PL41_4_EPI.xml		None	None	None	None	None	No citable units founds
PL41_3_UNK.xml		None	None	None	None	None	No citable units founds
PL41_6_EPI.xml		None	None	None	None	None	No citable units founds
PL41_0_UNK.xml		None	None	None	None	None	No citable units founds
PL41_5_SCR.xml		None	None	None	None	None	No citable units founds
PL41_8_DE .xml		None	None	None	None	None	[['div']]
PL41_1_Int.xml		None	None	None	None	None	No citable units founds
PL41_7_UNK.xml		None	None	None	None	None	No citable units founds
PL62_11_VI.xml		De Spiritu Sancto Libri Duo	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL62_12_AN.xml		De Spiritu Sancto Libri Duo	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL62_3_PET.xml		De Spiritu Sancto Libri Duo	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL62_7_VIG.xml		De Spiritu Sancto Libri Duo	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL62_9_VIG.xml		De Spiritu Sancto Libri Duo	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL62_2_SYM.xml		De Spiritu Sancto Libri Duo	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL62_5_VIG.xml		De Spiritu Sancto Libri Duo	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL62_0_ANN.xml		De Spiritu Sancto Libri Duo	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL62_6_VIG.xml		De Spiritu Sancto Libri Duo	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL62_13_.xml		De Spiritu Sancto Libri Duo	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL62_4_ANN.xml		De Spiritu Sancto Libri Duo	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL62_1_PAS.xml		De Spiritu Sancto Libri Duo	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL62_8_VIG.xml		De Spiritu Sancto Libri Duo	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL62_10_VI.xml		De Spiritu Sancto Libri Duo	None	Jacques Paul Migne	Garnier	1863	No citable units founds
PL85_1_BEN.xml		Liturgia Mozarabica [Benedictio Aque]	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL85_5_APP.xml		Liturgia Mozarabica [Benedictio Aque]	None	Jacques Paul Migne	Garnier	1850	[['div']]
PL85_3_BEN.xml		Liturgia Mozarabica [Benedictio Aque]	None	Jacques Paul Migne	Garnier	1850	[['div']]
PL85_4_TAB.xml		Liturgia Mozarabica [Benedictio Aque]	None	Jacques Paul Migne	Garnier	1850	[['div']]
PL85_2_MIS.xml		Liturgia Mozarabica [Benedictio Aque]	None	Jacques Paul Migne	Garnier	1850	[['div'], [('div', 'div')]]
PL85_0_CAL.xml		Liturgia Mozarabica [Benedictio Aque]	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL85_6_APP.xml		Liturgia Mozarabica [Benedictio Aque]	None	Jacques Paul Migne	Garnier	1850	[['div']]
PL36_0_SAN.xml		Enarrationes in Psalmos (1-79)	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL43_4_EXC.xml		Ad Donatistas Post Collationem. Retractatio	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL43_2_SER.xml		Ad Donatistas Post Collationem. Retractatio	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL43_0_IN .xml		Ad Donatistas Post Collationem. Retractatio	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL43_3_UNK.xml		Ad Donatistas Post Collationem. Retractatio	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL43_1_s. .xml		Ad Donatistas Post Collationem. Retractatio	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL76_1_ADM.xml		Moralium Libri Sive Expositio In Librum Beati Job. Pars II	None	Jacques Paul Migne	Garnier	1878	No citable units founds
PL76_3_ADM.xml		Moralium Libri Sive Expositio In Librum Beati Job. Pars II	None	Jacques Paul Migne	Garnier	1878	No citable units founds
PL76_0_SAN.xml		Moralium Libri Sive Expositio In Librum Beati Job. Pars II	None	Jacques Paul Migne	Garnier	1878	No citable units founds
PL76_4_SAN.xml		Moralium Libri Sive Expositio In Librum Beati Job. Pars II	None	Jacques Paul Migne	Garnier	1878	No citable units founds
PL76_2_SAN.xml		Moralium Libri Sive Expositio In Librum Beati Job. Pars II	None	Jacques Paul Migne	Garnier	1878	No citable units founds
PL12_1_DE .xml		Epistolae	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL12_2_SAN.xml		Epistolae	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL12_0_SAN.xml		Epistolae	None	Jacques Paul Migne	Garnier	1845	No citable units founds
PL40_58_SE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_56_TR.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_66_SE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_63_SE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_0_S. .xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_21_DI.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_5_S. .xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_59_SE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_62_TR.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_46_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_49_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_36_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_38_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_7_S. .xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_11_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_37_LI.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_24_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_13_S..xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_51_SE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_39_TR.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_32_SP.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_35_CO.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_41_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_30_MA.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_6_S. .xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_28_ME.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_19_UN.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_2_S. .xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_34_SC.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_61_TR.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_15_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_14_UN.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_31_SP.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_45_Ca.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_57_SE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_4_S. .xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_53_SE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_54_SE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_1_DE .xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_43_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_65_MI.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_27_SO.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_64_TR.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_25_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_12_S..xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_40_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_17_S..xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_55_SE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_20_VI.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_23_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_48_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_10_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_3_S. .xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_50_SE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_18_S..xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_42_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_29_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_33_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_47_.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_22_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_8_S. .xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_52_SE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_9_DE .xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_44_PS.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_60_SE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_16_SE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL40_26_DE.xml		De Diversis Quaestionibus LXXXIII Liber Unus	None	Jacques Paul Migne	Garnier	1865	No citable units founds
PL82_1_AD .xml		Etymologiarum Libri Viginti	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL82_0_SAN.xml		Etymologiarum Libri Viginti	None	Jacques Paul Migne	Garnier	1850	[['div']]
PL82_2_AD .xml		Etymologiarum Libri Viginti	None	Jacques Paul Migne	Garnier	1850	No citable units founds
PL13_52_KA.xml		None	None	None	None	None	No citable units founds
PL13_33_SA.xml		None	None	None	None	None	[['div'], [('div', 'p')]]
PL13_9_CAR.xml		None	None	None	None	None	[['div']]
PL13_7_CAR.xml		None	None	None	None	None	[['div']]
PL13_24_BR.xml		None	None	None	None	None	No citable units founds
PL13_46_EP.xml		None	None	None	None	None	[['p']]
